# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1754983233634000000,1754983293642000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1754983233634000000,1754983293642000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1754983233634000000,1754983293642000000,0
jps.artifact.entities.serializer.save.entities.ms,1754983233634000000,1754983293642000000,0
workspaceModel.load.cache.from.file.ms,1754983233634000000,1754983293642000000,83
workspaceModel.moduleBridge.facet.initialization.ms,1754983233634000000,1754983293642000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1754983233634000000,1754983293642000000,4
jps.save.changed.project.entities.ms,1754983233634000000,1754983293642000000,3
jps.global.handle.changed.events.ms,1754983233634000000,1754983293642000000,0
workspaceModel.moduleBridge.before.changed.ms,1754983233634000000,1754983293642000000,0
jps.module.iml.entities.serializer.load.entities.ms,1754983233634000000,1754983293642000000,20
jps.facet.change.listener.init.bridge.ms,1754983233634000000,1754983293642000000,0
jps.artifact.entities.serializer.load.entities.ms,1754983233634000000,1754983293642000000,4
workspaceModel.sync.entities.ms,1754983233634000000,1754983293642000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1754983233634000000,1754983293642000000,1
jps.project.serializers.save.ms,1754983233634000000,1754983293642000000,2
jps.library.entities.serializer.save.entities.ms,1754983233634000000,1754983293642000000,0
jps.facet.change.listener.process.change.events.ms,1754983233634000000,1754983293642000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1754983233634000000,1754983293642000000,0
jps.apply.loaded.storage.ms,1754983233634000000,1754983293642000000,6
workspaceModel.mutableEntityStorage.entities.by.source.ms,1754983233634000000,1754983293642000000,0
jps.app.storage.content.reader.load.component.ms,1754983233634000000,1754983293642000000,3
jps.global.initialize.library.bridges.ms,1754983233634000000,1754983293642000000,23
jps.storage.jps.conf.reader.load.component.ms,1754983233634000000,1754983293642000000,9
workspaceModel.mutableEntityStorage.referrers.ms,1754983233634000000,1754983293642000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1754983233634000000,1754983293642000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1754983233634000000,1754983293642000000,0
workspaceModel.global.updates.ms,1754983233634000000,1754983293642000000,6
workspaceModel.moduleManagerBridge.load.module.ms,1754983233634000000,1754983293642000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1754983233634000000,1754983293642000000,1
jps.facet.change.listener.before.change.events.ms,1754983233634000000,1754983293642000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1754983233634000000,1754983293642000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1754983233634000000,1754983293642000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1754983233634000000,1754983293642000000,3
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1754983233634000000,1754983293642000000,0
jps.global.get.library.by.name.ms,1754983233634000000,1754983293642000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1754983233634000000,1754983293642000000,45
jps.global.get.libraries.ms,1754983233634000000,1754983293642000000,0
jps.reload.project.entities.ms,1754983233634000000,1754983293642000000,0
jps.global.get.library.ms,1754983233634000000,1754983293642000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1754983233634000000,1754983293642000000,13
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1754983233634000000,1754983293642000000,0
jps.module.iml.entities.serializer.save.entities.ms,1754983233634000000,1754983293642000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1754983233634000000,1754983293642000000,0
jps.app.storage.content.writer.save.component.ms,1754983233634000000,1754983293642000000,12
workspaceModel.global.apply.state.to.project.builder.ms,1754983233634000000,1754983293642000000,2
workspaceModel.mutableEntityStorage.replace.by.source.ms,1754983233634000000,1754983293642000000,7
workspaceModel.do.save.caches.ms,1754983233634000000,1754983293642000000,68
workspaceModel.moduleBridge.update.option.ms,1754983233634000000,1754983293642000000,0
workspaceModel.mutableEntityStorage.instances.count,1754983233634000000,1754983293642000000,40
jps.load.initial.state.ms,1754983233634000000,1754983293642000000,7
workspaceModel.moduleManagerBridge.load.all.modules.ms,1754983233634000000,1754983293642000000,107
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1754983233634000000,1754983293642000000,0
workspaceModel.orphan.listener.update.ms,1754983233634000000,1754983293642000000,2
jps.project.serializers.load.ms,1754983233634000000,1754983293642000000,16
workspaceModel.moduleBridgeLoader.loading.modules.ms,1754983233634000000,1754983293642000000,328
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1754983233634000000,1754983293642000000,0
jps.library.entities.serializer.load.entities.ms,1754983233634000000,1754983293642000000,4
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1754983233634000000,1754983293642000000,0
jps.global.initialize.library.bridges.after.loading.ms,1754983233634000000,1754983293642000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1754983233634000000,1754983293642000000,1
workspaceModel.save.cache.to.file.ms,1754983233634000000,1754983293642000000,72
workspaceModel.global.apply.state.to.project.ms,1754983233634000000,1754983293642000000,13
VFS.contentStorage.recordsDeduplicated,1754983233634000000,1754983293642000000,0
VFS.fileChildByName,1754983233634000000,1754983293642000000,14552
VFS.contentStorage.recordsStoredSize,1754983233634000000,1754983293642000000,0
VFS.invertedFileNameIndex.requests,1754983233634000000,1754983293642000000,10
FileNameCache.totalMisses,1754983233634000000,1754983293642000000,576
FileNameCache.queries,1754983233634000000,1754983293642000000,15680
VFS.fileByIdCache.misses,1754983233634000000,1754983293642000000,224
VFS.contentStorage.recordsDecompressionTimeUs,1754983233634000000,1754983293642000000,4842
VFS.contentStorage.recordsReadSize,1754983233634000000,1754983293642000000,612877
VFS.contentStorage.recordsStored,1754983233634000000,1754983293642000000,0
VFS.contentStorage.recordsRead,1754983233634000000,1754983293642000000,19
VFS.contentStorage.recordsStoredCompressed,1754983233634000000,1754983293642000000,0
VFS.contentStorage.recordsUncompressedSize,1754983233634000000,1754983293642000000,0
VFS.fileByIdCache.hits,1754983233634000000,1754983293642000000,0
VFS.contentStorage.recordsReadDecompressed,1754983233634000000,1754983293642000000,10
compiler.ArtifactManagerBridge.initBridges.ms,1754983233634000000,1754983293642000000,1
compiler.ArtifactManagerBridge.getArtifacts.ms,1754983233634000000,1754983293642000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1754983233634000000,1754983293642000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1754983233634000000,1754983293642000000,2
compiler.ArtifactManagerBridge.addArtifact.ms,1754983233634000000,1754983293642000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1754983233634000000,1754983293642000000,0
compiler.ArtifactManagerBridge.commit.ms,1754983233634000000,1754983293642000000,0
cacheStateStorage.set.counter,1754983233634000000,1754983293642000000,3
cacheStateStorage.get.counter,1754983233634000000,1754983293642000000,26
cacheStateStorage.get.duration,1754983233634000000,1754983293642000000,36
cacheStateStorage.set.duration,1754983233634000000,1754983293642000000,12
Indexes.stubs.lookupDurationMaxMs,1754983233634000000,1754983293642000000,107.0
Indexing.writer_0.totalTimeSpentWritingMs,1754983233634000000,1754983293642000000,0
Indexes.entries.lookupDuration90PMs,1754983233634000000,1754983293642000000,2.0
Indexes.allKeys.lookupDurationMaxMs,1754983233634000000,1754983293642000000,0.0
Indexing.writesQueuedAvg,1754983233634000000,1754983293642000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1754983233634000000,1754983293642000000,0
Indexes.stubs.lookups,1754983233634000000,1754983293642000000,1881
Indexing.cache.totalCacheEvicted,1754983233634000000,1754983293642000000,829
Indexing.totalTimeIndexersSleptMs,1754983233634000000,1754983293642000000,0
Indexes.allKeys.lookupDuration90PMs,1754983233634000000,1754983293642000000,0.0
Indexing.cache.totalCacheAccesses,1754983233634000000,1754983293642000000,2921
Indexes.entries.lookups,1754983233634000000,1754983293642000000,37
Indexes.entries.lookupDurationMaxMs,1754983233634000000,1754983293642000000,7.0
Indexing.cache.totalCacheMisses,1754983233634000000,1754983293642000000,829
Indexing.writesQueuedMax,1754983233634000000,1754983293642000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1754983233634000000,1754983293642000000,0
Indexes.stubs.lookupDurationAvgMs,1754983233634000000,1754983293642000000,0.1607700312174818
Indexes.stubs.lookupDuration90PMs,1754983233634000000,1754983293642000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1754983233634000000,1754983293642000000,0
Indexes.allKeys.lookupDurationAvgMs,1754983233634000000,1754983293642000000,0.0
Indexes.allKeys.lookups,1754983233634000000,1754983293642000000,0
Indexing.writesQueuedMin,1754983233634000000,1754983293642000000,0
Indexes.entries.lookupDurationAvgMs,1754983233634000000,1754983293642000000,0.6216216216216216
JVM.totalTimeToSafepointsMs,1754983293642000000,1754983353641000000,1
JVM.usedNativeBytes,1754983293642000000,1754983353641000000,418518240
JVM.totalCpuTimeMs,1754983293642000000,1754983353641000000,3405
JVM.committedHeapBytes,1754983293642000000,1754983353641000000,534773760
JVM.threadCount,1754983293642000000,1754983353641000000,55
JVM.totalTimeAtSafepointsMs,1754983293642000000,1754983353641000000,122
JVM.totalSafepointCount,1754983293642000000,1754983353641000000,27
MEM.ramMinusFileMappingsBytes,1754983293642000000,1754983353641000000,392298496
JVM.GC.collectionTimesMs,1754983293642000000,1754983353641000000,119
JVM.newThreadsCount,1754983293642000000,1754983353641000000,2
JVM.totalBytesAllocated,1754983293642000000,1754983353641000000,44308016
MEM.fileMappingsRamBytes,1754983293642000000,1754983353641000000,464535552
JVM.maxThreadCount,1754983293642000000,1754983353641000000,132
JVM.GC.collections,1754983293642000000,1754983353641000000,1
JVM.maxHeapBytes,1754983293642000000,1754983353641000000,2147483648
MEM.ramPlusSwapMinusFileMappingsBytes,1754983293642000000,1754983353641000000,1355265472
OS.loadAverage,1754983293642000000,1754983353641000000,3.025390625
JVM.totalDirectByteBuffersBytes,1754983293642000000,1754983353641000000,1027025
MEM.ramBytes,1754983293642000000,1754983353641000000,878362624
JVM.usedHeapBytes,1754983293642000000,1754983353641000000,318185776
AWTEventQueue.dispatchTime90PNs,1754983293642000000,1754983353641000000,344063
AWTEventQueue.eventsDispatched,1754983293642000000,1754983353641000000,562
FlushQueue.queueSize90P,1754983293642000000,1754983353641000000,0
WriteAction.executionsCount,1754983293642000000,1754983353641000000,0
NonBlockingReadAction.finalizedExecutionsCount,1754983293642000000,1754983353641000000,0
AWTEventQueue.dispatchTimeMaxNs,1754983293642000000,1754983353641000000,124780543
FlushQueue.tasksExecuted,1754983293642000000,1754983353641000000,339
FlushQueue.executionTime90PNs,1754983293642000000,1754983353641000000,126975
NonBlockingReadAction.finalizedExecutionTimeUs,1754983293642000000,1754983353641000000,0
FlushQueue.executionTimeAvgNs,1754983293642000000,1754983353641000000,94416.84955752212
FlushQueue.waitingTimeAvgNs,1754983293642000000,1754983353641000000,965909.3097345133
FlushQueue.waitingTimeMaxNs,1754983293642000000,1754983353641000000,124780543
ReadAction.executionsCount,1754983293642000000,1754983353641000000,234
NonBlockingReadAction.failedExecutionsCount,1754983293642000000,1754983353641000000,0
AWTEventQueue.dispatchTimeTotalNS,1754983293642000000,1754983353641000000,243415665
NonBlockingReadAction.failedExecutionTimeUs,1754983293642000000,1754983353641000000,0
FlushQueue.queueSizeMax,1754983293642000000,1754983353641000000,3
FlushQueue.queueSizeAvg,1754983293642000000,1754983353641000000,0.0855457227138643
FlushQueue.executionTimeMaxNs,1754983293642000000,1754983353641000000,2670591
FlushQueue.waitingTime90PNs,1754983293642000000,1754983353641000000,411647
AWTEventQueue.dispatchTimeAvgNs,1754983293642000000,1754983353641000000,432961.53736654803
workspaceModel.cachedValue.calculated.count,1754983293642000000,1754983353641000000,0
workspaceModel.pre.handlers.ms,1754983293642000000,1754983353641000000,0
workspaceModel.cachedValue.from.cache.count,1754983293642000000,1754983353641000000,2
workspaceModel.cachedValueWithParameters.total.get.count,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1754983293642000000,1754983353641000000,0
workspaceModel.collect.changes.ms,1754983293642000000,1754983353641000000,0
workspaceModel.check.recursive.update.ms,1754983293642000000,1754983353641000000,0
workspaceModel.init.bridges.ms,1754983293642000000,1754983353641000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1754983293642000000,1754983353641000000,0
workspaceModel.initializing.ms,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1754983293642000000,1754983353641000000,0
workspaceModel.on.changed.ms,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.instances.count,1754983293642000000,1754983353641000000,0
workspaceModel.on.before.changed.ms,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.init.ms,1754983293642000000,1754983353641000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1754983293642000000,1754983353641000000,0
workspaceModel.full.replace.project.model.ms,1754983293642000000,1754983353641000000,0
workspaceModel.replace.project.model.ms,1754983293642000000,1754983353641000000,0
workspaceModel.to.snapshot.ms,1754983293642000000,1754983353641000000,0
workspaceModel.updates.count,1754983293642000000,1754983353641000000,0
workspaceModel.updates.ms,1754983293642000000,1754983353641000000,0
workspaceModel.updates.precise.ms,1754983293642000000,1754983353641000000,0
workspaceModel.loading.from.cache.ms,1754983293642000000,1754983353641000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1754983293642000000,1754983353641000000,0
workspaceModel.cachedValue.total.get.count,1754983293642000000,1754983353641000000,2
workspaceModel.cachedValueWithParameters.clear.count,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1754983293642000000,1754983353641000000,0
workspaceModel.loading.total.ms,1754983293642000000,1754983353641000000,0
workspaceModel.cachedValue.clear.count,1754983293642000000,1754983353641000000,0
workspaceModel.update.unloaded.entities.ms,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1754983293642000000,1754983353641000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1754983293642000000,1754983353641000000,0
FilePageCache.totalPageLoadsUs,1754983293642000000,1754983353641000000,0
MappedFileStorage.totalPagesMapped,1754983293642000000,1754983353641000000,16
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1754983293642000000,1754983353641000000,41959424
DirectByteBufferAllocator.hits,1754983293642000000,1754983353641000000,0
StreamlinedBlobStorage.recordsRelocated,1754983293642000000,1754983353641000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1754983293642000000,1754983353641000000,0
FilePageCache.maxRegisteredFiles,1754983293642000000,1754983353641000000,538
StreamlinedBlobStorage.recordsDeleted,1754983293642000000,1754983353641000000,0
FilePageCache.maxCacheSizeInBytes,1754983293642000000,1754983353641000000,240140288
FilePageCache.totalPageDisposalsUs,1754983293642000000,1754983353641000000,0
MappedFileStorage.storages,1754983293642000000,1754983353641000000,16
FilePageCache.pageLoads,1754983293642000000,1754983353641000000,0
FilePageCache.uncachedFileAccess,1754983293642000000,1754983353641000000,0
FilePageCache.pageFastCacheHits,1754983293642000000,1754983353641000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1754983293642000000,1754983353641000000,0
DirectByteBufferAllocator.disposed,1754983293642000000,1754983353641000000,231
StorageLockContext.competingThreads.max,1754983293642000000,1754983353641000000,0
FilePageCache.pageHits,1754983293642000000,1754983353641000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1754983293642000000,1754983353641000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1754983293642000000,1754983353641000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1754983293642000000,1754983353641000000,0
MappedFileStorage.totalBytesMapped,1754983293642000000,1754983353641000000,202637312
StorageLockContext.competingThreads.avg,1754983293642000000,1754983353641000000,0.0
StorageLockContext.competingThreads.90P,1754983293642000000,1754983353641000000,0
FilePageCache.capacityInBytes,1754983293642000000,1754983353641000000,629145600
DirectByteBufferAllocator.misses,1754983293642000000,1754983353641000000,0
StreamlinedBlobStorage.recordsAllocated,1754983293642000000,1754983353641000000,0
FilePageCache.disposedBuffers,1754983293642000000,1754983353641000000,231
DirectByteBufferAllocator.reclaimed,1754983293642000000,1754983353641000000,42
MappedFileStorage.totalTimeSpentOnMappingUs,1754983293642000000,1754983353641000000,8445
writeAction.max.wait.ms,1754983293642000000,1754983353641000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1754983293642000000,1754983353641000000,13334
writeAction.median.wait.ms,1754983293642000000,1754983353641000000,0
writeAction.wait.ms,1754983293642000000,1754983353641000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1754983293642000000,1754983353641000000,13229
writeAction.count,1754983293642000000,1754983353641000000,0
DiskQueryRelay.tasksExecuted,1754983293642000000,1754983353641000000,40
DiskQueryRelay.tasksRequested,1754983293642000000,1754983353641000000,40
workspaceModel.mutableEntityStorage.resolve.ms,1754983293642000000,1754983353641000000,0
workspaceModel.load.cache.metadata.from.file.ms,1754983293642000000,1754983353641000000,0
workspaceModel.global.updates.count,1754983293642000000,1754983353641000000,0
