# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1754982533593000000,1754982593599000000,1
jps.save.global.entities.ms,1754982533593000000,1754982593599000000,0
jps.global.handle.changed.events.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1754982533593000000,1754982593599000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.entities.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.instances.count,1754982533593000000,1754982593599000000,52
workspaceModel.moduleBridge.update.option.ms,1754982533593000000,1754982593599000000,0
workspaceModel.global.apply.state.to.project.ms,1754982533593000000,1754982593599000000,4
workspaceModel.mutableEntityStorage.collect.changes.ms,1754982533593000000,1754982593599000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1754982533593000000,1754982593599000000,0
jps.artifact.entities.serializer.save.entities.ms,1754982533593000000,1754982593599000000,0
jps.library.entities.serializer.save.entities.ms,1754982533593000000,1754982593599000000,0
jps.global.get.libraries.ms,1754982533593000000,1754982593599000000,0
jps.library.entities.serializer.load.entities.ms,1754982533593000000,1754982593599000000,1
workspaceModel.moduleBridge.before.changed.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1754982533593000000,1754982593599000000,0
jps.modifiable.module.model.bridge.disposing.ms,1754982533593000000,1754982593599000000,0
jps.global.handle.before.change.events.ms,1754982533593000000,1754982593599000000,0
workspaceModel.global.updates.ms,1754982533593000000,1754982593599000000,10
workspaceModel.mutableEntityStorage.put.entity.ms,1754982533593000000,1754982593599000000,16
jps.modifiable.module.model.bridge.new.module.ms,1754982533593000000,1754982593599000000,0
jps.save.changed.project.entities.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1754982533593000000,1754982593599000000,69
jps.reload.project.entities.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1754982533593000000,1754982593599000000,10
workspaceModel.moduleManagerBridge.load.module.ms,1754982533593000000,1754982593599000000,0
jps.global.get.library.by.name.ms,1754982533593000000,1754982593599000000,0
workspaceModel.orphan.listener.update.ms,1754982533593000000,1754982593599000000,1
jps.global.initialize.library.bridges.after.loading.ms,1754982533593000000,1754982593599000000,1
workspaceModel.save.cache.to.file.ms,1754982533593000000,1754982593599000000,208
jps.artifact.entities.serializer.load.entities.ms,1754982533593000000,1754982593599000000,1
workspaceModel.moduleManagerBridge.load.all.modules.ms,1754982533593000000,1754982593599000000,27
jps.project.serializers.load.ms,1754982533593000000,1754982593599000000,73
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1754982533593000000,1754982593599000000,3
workspaceModel.mutableEntityStorage.entities.by.source.ms,1754982533593000000,1754982593599000000,0
jps.facet.change.listener.before.change.events.ms,1754982533593000000,1754982593599000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1754982533593000000,1754982593599000000,0
jps.app.storage.content.reader.load.component.ms,1754982533593000000,1754982593599000000,0
workspaceModel.load.cache.metadata.from.file.ms,1754982533593000000,1754982593599000000,0
workspaceModel.sync.entities.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1754982533593000000,1754982593599000000,0
workspaceModel.load.cache.from.file.ms,1754982533593000000,1754982593599000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1754982533593000000,1754982593599000000,2
jps.global.initialize.library.bridges.ms,1754982533593000000,1754982593599000000,12
jps.apply.loaded.storage.ms,1754982533593000000,1754982593599000000,99
jps.load.project.to.empty.storage.ms,1754982533593000000,1754982593599000000,108
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1754982533593000000,1754982593599000000,0
jps.modifiable.module.model.bridge.renaming.ms,1754982533593000000,1754982593599000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1754982533593000000,1754982593599000000,0
jps.global.get.library.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1754982533593000000,1754982593599000000,0
jps.facet.change.listener.init.bridge.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1754982533593000000,1754982593599000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1754982533593000000,1754982593599000000,46
workspaceModel.moduleBridgeLoader.loading.modules.ms,1754982533593000000,1754982593599000000,244
jps.project.serializers.save.ms,1754982533593000000,1754982593599000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1754982533593000000,1754982593599000000,5
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1754982533593000000,1754982593599000000,0
jps.modifiable.module.model.bridge.load.module.ms,1754982533593000000,1754982593599000000,0
jps.module.iml.entities.serializer.load.entities.ms,1754982533593000000,1754982593599000000,50
workspaceModel.global.updates.count,1754982533593000000,1754982593599000000,1
jps.facet.change.listener.process.change.events.ms,1754982533593000000,1754982593599000000,0
workspaceModel.do.save.caches.ms,1754982533593000000,1754982593599000000,225
jps.load.initial.state.ms,1754982533593000000,1754982593599000000,7
jps.module.iml.entities.serializer.save.entities.ms,1754982533593000000,1754982593599000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1754982533593000000,1754982593599000000,2
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1754982533593000000,1754982593599000000,27
workspaceModel.moduleManagerBridge.get.modules.ms,1754982533593000000,1754982593599000000,0
